01.Licence Number,02.Current Licence Status,03.Licensee Name,04.Orig BA Code,05.Surface Location,06.Detection Date,07.Report Date,08.Report Status,09.Failure Type,10.Failure Top Depth (mKB),11.Failure Depth Bottom (mKB),12.Reported Resolution,13.Reported Resolution Date,14.Steam Scheme Type,15.Connection Type,16.Final Drill Date
 0067992,Abandoned,Ipc Canada Ltd. (A868),A7N1,14-32-019-08W4,"Sep 28, 2018","Oct 01, 2018",Closed,Hole,700,865,Cement Squeeze/Plug,"Sep 28, 2018",,8 Round,"Aug 23, 1996"
 0022334,Abandoned,Bearspaw Petroleum Ltd. (0NL1),0NL1,13-26-037-21W4,"Sep 28, 2020","Oct 01, 2020",Closed,Hole,240,366,Cement Squeeze/Plug,"Jan 14, 2021",,8 Round,"May 17, 1962"
 0404905,Abandoned,Sequoia Resources Corp. (0Z5F),0Z5F,08-06-058-15W4,"Sep 28, 2022","Oct 03, 2022",Closed,Hole,411,520,Bridge Plug,"Sep 28, 2022",,8 Round,"Dec 05, 2008"
 0139249,Abandoned,Pine Cliff Energy Ltd. (A1GR),0XL9,14-16-061-19W4,"Sep 29, 2009","Sep 30, 2009",Closed,Hole,9,10,Entry Error-Ignore,"Oct 06, 2009",,8 Round,"Mar 19, 1989"
 0086994,Abandoned,Canadian Natural Resources Limited (0HE9),0HE9,06-04-027-17W4,"Sep 29, 2010","Dec 07, 2010",Closed,Hole,42,42,Bridge Plug,"Nov 12, 2010",,8 Round,"Nov 26, 1980"
 0084594,Abandoned,Canlin Energy Corporation (A7M1),0RC3,08-26-013-03W4,"Sep 29, 2010","Oct 01, 2010",Closed,Hole,145,167,Cement Squeeze/Plug,"Oct 12, 2010",,8 Round,"Aug 31, 1980"
 0412716,Abandoned,Torxen Energy Ltd. (A7NW),A5D4,12-06-025-17W4,"Sep 29, 2012","Oct 26, 2012",Closed,Parted,587,1122,Entry Error-Ignore,"Oct 15, 2014",Injection,8 Round,"Nov 13, 2009"
 0063384,Abandoned,Ipc Canada Ltd. (A868),A5D4,08-27-014-09W4,"Sep 29, 2015","Oct 01, 2015",Closed,Hole,3,4,Bridge Plug,"Oct 01, 2015",,8 Round,"Apr 29, 1977"
B0000378,Abandoned,Pine Cliff Energy Ltd. (A1GR),0BL1,07-15-048-11W4,"Sep 30, 2006","Dec 07, 2006",Closed,Parted,46,47,Cement Squeeze/Plug,"Oct 10, 2006",,8 Round,"Dec 30, 1942"
 0159999,Amended,Ipc Canada Ltd. (A868),A5R5,08-35-019-09W4,"Apr 09, 2012","Apr 10, 2012",Closed,Hole,4,5,Replaced Failed Casing,"Apr 12, 2012",,8 Round,"Sep 04, 1993"
 0320538,Amended,Spark Infrastructure Corp. (A2N1),A2N1,04-28-039-22W4,"Apr 09, 2022","Apr 14, 2022",Closed,Hole,1,1,Replaced Failed Casing,"Apr 13, 2022",,8 Round,"Aug 23, 2005"
 0324323,Amended,Torxen Energy Ltd. (A7NW),0026,01-26-020-11W4,"Apr 25, 2005","Oct 11, 2005",Closed,Thread Leak,44,45,Cement Squeeze/Plug,"Feb 27, 2006",,8 Round,"Apr 05, 2005"
 0443304,Amended,Aspenleaf Energy Limited (A74X),A74X,16-33-067-08W5,"Apr 26, 2018","Jun 11, 2018",Closed,Hole,2059,2150,Cemented Liner,"Jul 29, 2018",,8 Round,"Feb 16, 2013"
 0457761,Amended,HWN Energy Ltd. (A8T8),A5BE,01-07-035-22W4,"Aug 13, 2016","Aug 19, 2016",Closed,Thread Leak,1465,1469,Casing Patch,"Sep 22, 2016",Injection,8 Round,"Aug 02, 2013"
 0301883,Amended,Canadian Natural Resources Limited (0HE9),A5D4,02-35-082-22W4,"Aug 14, 2014","Sep 09, 2014",Closed,Collapse,756,758,Failure in Prod Zone,"Aug 19, 2014",,8 Round,"May 27, 2004"
 0296662,Amended,Canadian Natural Resources Limited (0HE9),A5D4,11-19-082-21W4,"Aug 22, 2014","Sep 15, 2014",Closed,Thread Leak,615,622,Cement Squeeze/Plug,"Nov 01, 2014",,8 Round,"Feb 03, 2004"
 0237274,Amended,Gear Energy Ltd. (A2JR),0MD6,14-19-056-05W4,"Aug 27, 2010","Aug 30, 2010",Closed,Hole,4,4,Replaced Failed Casing,"Sep 01, 2010",,8 Round,"Jun 05, 2000"
 0070232,Amended,Ipc Canada Ltd. (A868),A5D4,05-02-020-07W4,"Aug 28, 2013","Oct 16, 2013",Closed,Hole,475,476,Replaced Failed Casing,"Sep 05, 2013",,8 Round,"Aug 02, 2003"
 0210215,Amended,Canadian Natural Resources Limited (0HE9),0HE9,11-30-082-20W4,"Aug 29, 2019","Sep 03, 2019",Closed,Hole,529,539,Failure in Prod Zone,"Sep 03, 2019",Cyclic Steam,8 Round,"Mar 13, 1998"
 0378552,Amended,Torxen Energy Ltd. (A7NW),A7NW,07-34-019-15W4,"Aug 29, 2020","Aug 31, 2020",Closed,Hole,4,5,Bridge Plug,"Aug 29, 2020",,8 Round,"Jul 05, 2007"
 0013672,Amended,DEL Canada GP Ltd. (A7P1),0TM9,01-14-039-27W4,"Dec 02, 1966","Jan 21, 1997",Closed,Hole,1050,,Cement Squeeze/Plug,"Nov 29, 1996",,8 Round,"Jan 09, 1997"
 0480009,Amended,Torxen Energy Ltd. (A7NW),A5D4,05-07-016-13W4,"Dec 06, 2016","Dec 21, 2016",Closed,Hole,833,834,Cement Squeeze/Plug,"Jan 17, 2017",,8 Round,"Oct 17, 2016"
 0241002,Amended,Ipc Canada Ltd. (A868),0TT5,10-32-017-06W4,"Dec 07, 2007","Dec 12, 2007",Closed,Hole,6,6,Replaced Failed Casing,"Dec 12, 2007",,8 Round,"Aug 27, 2000"
 0159336,Amended,Blue Sky Resources Ltd. (A7XK),A6CG,09-07-093-05W5,"Dec 08, 2020","Dec 18, 2020",Open,Hole,447,760,,,,8 Round,"Feb 03, 2001"
 0443304,Amended,Aspenleaf Energy Limited (A74X),A0T4,16-33-067-08W5,"Dec 10, 2014","Feb 20, 2015",Closed,Hole,2147,2149,Replaced Failed Casing,"Feb 11, 2015",,8 Round,"Feb 16, 2013"
 0247039,Amended,TAQA North Ltd. (A2TG),A2TG,06-08-021-25W4,"Dec 31, 2005","Jan 13, 2006",Closed,Collapse,255,255,Other,"Mar 06, 2006",,8 Round,"Apr 29, 2001"
 0494600,Amended,Tamarack Valley Energy Ltd. (A04N),A6YA,02-15-074-25W4,"Feb 03, 2020","Feb 21, 2020",Closed,Hole,0,0,Replaced Failed Casing,"Feb 16, 2020",,8 Round,"Jul 08, 2019"
 0235329,Amended,Ipc Canada Ltd. (A868),A5D4,01-31-015-05W4,"Feb 12, 2010","Feb 25, 2010",Closed,Hole,27,38,Cement Squeeze/Plug,"Jun 29, 2010",,8 Round,"May 10, 2000"
 0235009,Amended,Ipc Canada Ltd. (A868),A7N1,04-14-016-06W4,"Feb 14, 2019","Mar 15, 2019",Closed,Hole,5,7,Replaced Failed Casing,"Sep 22, 2019",,8 Round,"Apr 10, 2000"
 0240376,Amended,Ipc Canada Ltd. (A868),A5D4,14-14-018-09W4,"Feb 15, 2014","Feb 27, 2014",Closed,Hole,5,6,Replaced Failed Casing,"Mar 30, 2014",,8 Round,"Aug 23, 2000"
 0110036,Amended,Conifer Energy Inc. (A8CW),0G30,09-29-057-21W4,"Jan 01, 1988","Jan 01, 1988",Closed,Hole,950,950,Failure in Prod Zone,"Jan 01, 1988",,8 Round,"Jan 02, 1985"
 0043270,Amended,Canlin Energy Corporation (A7M1),0246,06-01-048-19W5,"Jan 01, 1989","Jan 01, 1989",Closed,Hole,3766,3781,Replaced Failed Casing,"Jan 27, 1989",,8 Round,"Nov 21, 1983"
 0235560,Amended,Ipc Canada Ltd. (A868),0TT5,16-17-019-06W4,"Jan 03, 2007","Jan 03, 2007",Closed,Collapse,3,40,Cement Squeeze/Plug,"Mar 09, 2007",,8 Round,"Jul 06, 2000"
 0223765,Amended,Canadian Natural Resources Limited (0HE9),A5D4,08-11-083-20W4,"Jan 11, 2017","Jan 19, 2017",Closed,Collapse,366,366,Failure in Prod Zone,"Jan 11, 2017",,8 Round,"Sep 06, 1999"
 0199111,Amended,Canadian Natural Resources Limited (0HE9),0HE9,15-28-080-22W4,"Jan 14, 2017","Jan 17, 2017",Closed,Hole,280,280,Casing Patch,"Jan 23, 2017",,8 Round,"Apr 12, 1997"
 0117433,Amended,Bearspaw Petroleum Ltd. (0NL1),0NL1,10-11-036-21W4,"Jan 21, 2015","Jan 23, 2015",Closed,Hole,67,238,Cemented Liner,"Jan 29, 2015",,8 Round,"Nov 18, 1985"
 0331360,Amended,TAQA North Ltd. (A2TG),0N34,06-34-032-20W4,"Jul 07, 2005","Aug 03, 2005",Closed,Parted,326,326,Cement Squeeze/Plug,"Aug 28, 2005",,8 Round,"Jun 27, 2005"
 0359232,Amended,NuVista Energy Ltd. (A0A7),A0A7,12-22-066-06W6,"Jul 14, 2016","Jul 20, 2016",Closed,Thread Leak,2600,2600,Bridge Plug,"Sep 14, 2016",,8 Round,"Feb 13, 2015"
 0210027,Amended,Canadian Natural Resources Limited (0HE9),0HE9,14-30-079-21W4,"Jul 15, 2019","Jul 15, 2019",Closed,Hole,128,136,Cemented Liner,"Aug 17, 2019",Injection,8 Round,"Feb 04, 1998"
 0301887,Amended,Canadian Natural Resources Limited (0HE9),0TT5,08-24-082-22W4,"Jul 17, 2008","Jul 25, 2008",Closed,Hole,249,259,Cemented Liner,"Aug 18, 2008",,8 Round,"Mar 12, 2004"
 0188803,Amended,West Lake Energy Corp. (A7H7),0Z0H,05-15-038-03W4,"Jul 19, 2010","Aug 12, 2010",Closed,Hole,12,13,Cement Squeeze/Plug,"Oct 09, 2010",,8 Round,"Jul 31, 1996"
 0240374,Amended,Ipc Canada Ltd. (A868),0TT5,14-12-018-09W4,"Jul 24, 2007","Jul 24, 2007",Closed,Hole,0,4,Replaced Failed Casing,"Jul 24, 2007",,8 Round,"Aug 24, 2000"
 0473976,Amended,Lynx Energy ULC (A7AG),0026,14-33-021-20W4,"Jul 24, 2015","Sep 21, 2015",Closed,Thread Leak,578,578,Failure in Prod Zone,"Jul 28, 2015",,8 Round,"Jul 04, 2015"
 0214507,Amended,Harvest Operations Corp. (0Z0H),0PF8,10-02-035-06W5,"Jul 29, 2009","Aug 28, 2009",Closed,Hole,3910,3912,Cement Squeeze/Plug,"Aug 20, 2009",,8 Round,"Mar 21, 2003"
 0197229,Amended,Canadian Natural Resources Limited (0HE9),0HE9,14-35-010-18W4,"Jun 10, 2013","Jul 08, 2013",Closed,Hole,1050,1055,Cement Squeeze/Plug,"Jun 16, 2013",,8 Round,"Aug 04, 1997"
 0242788,Amended,Blue Sky Resources Ltd. (A7XK),0RA3,16-08-094-03W5,"Jun 25, 2009","Jun 29, 2009",Closed,Hole,506,616,Casing Patch,"Jul 17, 2009",,8 Round,"Nov 11, 2000"
 0188255,Amended,Canadian Natural Resources Limited (0HE9),0HE9,08-08-081-22W4,"Jun 27, 2019","Jun 27, 2019",Closed,Hole,250,515,Cemented Liner,"Jul 15, 2019",OTHER,8 Round,"Jul 04, 1996"
 0469043,Amended,Harvest Operations Corp. (0Z0H),0Z0H,04-12-065-06W6,"Mar 07, 2015","Mar 11, 2015",Closed,Hole,3152,3154,Replaced Failed Casing,"Mar 28, 2015",,8 Round,"Jan 19, 2015"
 0306885,Amended,Canadian Natural Resources Limited (0HE9),0HE9,13-34-082-21W4,"Mar 13, 2019","Mar 13, 2019",Closed,Hole,545,552,Bridge Plug,"Apr 02, 2019",SAGD,8 Round,"May 06, 2004"
 0241002,Amended,Ipc Canada Ltd. (A868),0TT5,10-32-017-06W4,"Mar 25, 2008","Mar 25, 2008",Closed,Hole,2,2,Replaced Failed Casing,"Mar 25, 2008",,8 Round,"Aug 27, 2000"
 0208052,Amended,Canadian Natural Resources Limited (0HE9),0HE9,15-31-011-13W4,"May 08, 2013","May 13, 2013",Closed,Hole,2,2,Replaced Failed Casing,"May 09, 2013",,8 Round,"Nov 26, 1997"
 0064322,Amended,Ipc Canada Ltd. (A868),0TT5,08-11-014-09W4,"May 11, 2007","May 25, 2007",Closed,Hole,7,7,Replaced Failed Casing,"May 11, 2007",,8 Round,"May 19, 2007"
 0241353,Amended,Canadian Natural Resources Limited (0HE9),0HE9,06-08-083-19W4,"May 19, 2018","May 30, 2018",Closed,Hole,452,462,Failure in Prod Zone,"Jul 02, 2018",OTHER,8 Round,"Sep 16, 2000"
 0297822,Amended,Torxen Energy Ltd. (A7NW),A7NW,10-10-021-16W4,"May 21, 2021","May 27, 2021",Closed,Hole,0,1,Replaced Failed Casing,"May 23, 2021",,8 Round,"Feb 23, 2004"
 0324060,Amended,Canadian Natural Resources Limited (0HE9),0HE9,07-07-083-18W4,"May 23, 2018","May 23, 2018",Closed,Hole,521,691,Casing Patch,"Aug 31, 2018",OTHER,8 Round,"Jun 09, 2005"
 0237280,Amended,TAQA North Ltd. (A2TG),A2TG,01-25-042-05W5,"May 30, 2009","Jun 17, 2009",Closed,Parted,493,493,Replaced Failed Casing,"Jun 11, 2009",,8 Round,"Aug 18, 2000"
 0284631,Amended,Torxen Energy Ltd. (A7NW),A7NW,04-26-023-16W4,"Nov 04, 2022","Nov 17, 2022",Closed,Hole,0,1,Replaced Failed Casing,"Jan 06, 2023",,8 Round,"Nov 25, 2003"
 0020552,Amended,Conifer Energy Inc. (A8CW),0RA3,12-28-063-10W5,"Nov 06, 2004","Nov 22, 2004",Closed,Hole,515,515,Cement Squeeze/Plug,"Nov 23, 2004",,8 Round,"Dec 18, 2004"
 0237077,Amended,Ipc Canada Ltd. (A868),0TT5,07-02-017-04W4,"Nov 11, 2008","Feb 03, 2009",Closed,Hole,13,13,Cement Squeeze/Plug,"Jan 11, 2009",,8 Round,"Sep 24, 2000"
 0239383,Amended,Ipc Canada Ltd. (A868),0TT5,02-29-016-05W4,"Nov 12, 2009","Nov 30, 2009",Closed,Hole,29,35,Cement Squeeze/Plug,"Dec 21, 2009",,8 Round,"Jul 18, 2000"
 0133069,Amended,Canadian Natural Resources Limited (0HE9),0HE9,12-18-065-23W5,"Nov 19, 2021","Jan 21, 2022",Closed,Hole,7,2209,Entry Error-Ignore,"Jan 28, 2022",,8 Round,"May 30, 1988"
 0273835,Amended,Canadian Natural Resources Limited (0HE9),A5D4,07-11-083-20W4,"Sep 05, 2014","Sep 15, 2014",Closed,Collapse,428,431,Failure in Prod Zone,"Sep 05, 2014",,8 Round,"Oct 11, 2002"
 0082493,Amended,Conifer Energy Inc. (A8CW),0G30,03-25-056-21W4,"Sep 11, 2016","Sep 26, 2016",Closed,Hole,791,791,Casing Patch,"Sep 21, 2016",,8 Round,"Sep 22, 1980"
 0125396,Amended,Blue Sky Resources Ltd. (A7XK),0DM6,09-10-089-03W5,"Sep 14, 2009","Sep 30, 2009",Closed,Hole,700,750,Other,"Oct 20, 2009",,8 Round,"Feb 19, 1987"
 0069397,Amended,Ipc Canada Ltd. (A868),A5D4,08-30-014-08W4,"Sep 23, 2013","Oct 22, 2013",Closed,Hole,2,2,Replaced Failed Casing,"Jan 30, 2014",,8 Round,"May 29, 2001"
 0296666,Amended,Canadian Natural Resources Limited (0HE9),A5D4,11-19-082-21W4,"Sep 27, 2015","Oct 01, 2015",Closed,Hole,519,573,Cemented Liner,"Oct 27, 2015",,8 Round,"Feb 15, 2004"
 0017801,Issued,Ricochet Oil Corp. (A8K9),0G30,06-17-049-05W5,"Apr 04, 2007","Apr 13, 2007",Closed,Hole,43,44,Replaced Failed Casing,"Apr 04, 2007",,8 Round,"Oct 06, 1959"
 0013950,Issued,Ricochet Oil Corp. (A8K9),0G30,06-18-048-07W5,"Apr 04, 2007","Apr 24, 2007",Closed,Hole,1412,1413,Cement Squeeze/Plug,"May 04, 2007",,8 Round,"Nov 05, 1957"
 0069320,Issued,Obsidian Energy Ltd. (0BP8),0BP8,06-09-043-08W5,"Apr 04, 2008","Apr 09, 2008",Closed,Collapse,1828,1829,Other,"Apr 14, 2008",,8 Round,"Jun 02, 1978"
 0250459,Issued,Canadian Natural Resources Limited (0HE9),0TT5,13-25-081-23W4,"Apr 05, 2007","Apr 12, 2007",Closed,Hole,262,263,Cemented Liner,"Apr 27, 2007",,8 Round,"Mar 04, 2001"
 0440343,Issued,Blue Sky Resources Ltd. (A7XK),A2TG,01-24-053-20W5,"Apr 05, 2012","Apr 09, 2012",Closed,Hole,21,25,Cement Squeeze/Plug,"Jun 07, 2012",,8 Round,"Mar 28, 2012"
 0097661,Issued,Ipc Canada Ltd. (A868),0TT5,08-14-015-07W4,"Apr 07, 2008","Apr 07, 2008",Closed,Hole,6,6,Replaced Failed Casing,"Apr 07, 2008",,8 Round,"Oct 26, 1982"
 0003486,Issued,Maga Energy Ltd. (A8BA),A1T7,08-22-052-26W4,"Apr 12, 1996","Mar 12, 2007",Closed,Hole,1265,1270,Bridge Plug,"Apr 14, 1996",,8 Round,"Oct 16, 1951"
 0322010,Issued,Enhance Energy Inc. (A216),A216,07-15-040-24W4,"Apr 14, 2022","May 16, 2022",Closed,Hole,2,2,Replaced Failed Casing,"Apr 26, 2022",,8 Round,"Nov 06, 2005"
 0144207,Issued,Secure Energy Services Inc. (A267),0DP2,10-03-079-10W6,"Apr 17, 2004","Aug 31, 2006",Closed,Hole,1370,1400,Cement Squeeze/Plug,"Apr 22, 2004",,8 Round,"May 22, 1990"
 0295034,Issued,Torxen Energy Ltd. (A7NW),A7NW,11-12-020-13W4,"Apr 21, 2023","May 05, 2023",Closed,Hole,0,31,Replaced Failed Casing,"Dec 21, 2023",,8 Round,"Jan 05, 2004"
 0127753,Issued,Canadian Natural Resources Limited (0HE9),0HE9,13-18-013-14W4,"Apr 29, 2014","May 09, 2014",Closed,Hole,5,6,Replaced Failed Casing,"May 02, 2014",,8 Round,"Aug 19, 1987"
 0308499,Issued,Canadian Natural Resources Limited (0HE9),0HE9,11-20-067-10W5,"Apr 29, 2022","May 24, 2022",Closed,Hole,8,13,Cement Squeeze/Plug,"May 25, 2022",,8 Round,"May 31, 2004"
 0311769,Issued,Sinopec Canada Energy Ltd. (A6GD),A1DG,13-15-052-21W5,"Aug 04, 2005","Aug 26, 2005",Closed,Parted,385,385,Replaced Failed Casing,"Aug 10, 2005",,8 Round,"Oct 01, 2004"
 0011672,Issued,Ricochet Oil Corp. (A8K9),A1T7,04-17-049-08W5,"Aug 13, 2006","Aug 14, 2006",Closed,Hole,52,52,Replaced Failed Casing,"Aug 18, 2006",,8 Round,"Sep 13, 1956"
 0085946,Issued,Revolution Oil & Gas Corporation (A89A),0WP5,16-13-017-19W4,"Aug 15, 2011","Sep 01, 2011",Closed,Hole,15,1033,Cement Squeeze/Plug,"Oct 25, 2011",,8 Round,"Oct 25, 1980"
 0157407,Issued,Rally Canada Resources Ltd. (A6EF),A6EF,14-36-040-23W4,"Aug 17, 2015","Aug 19, 2015",Closed,Hole,283,284,Cement Squeeze/Plug,"Aug 20, 2015",,8 Round,"Apr 23, 1993"
 0010630,Issued,Obsidian Energy Ltd. (0BP8),0BP8,16-04-048-09W5,"Aug 17, 2022","Aug 22, 2022",Open,Hole,1100,1302,,,,8 Round,"Feb 21, 1956"
 0012110,Issued,Obsidian Energy Ltd. (0BP8),A1T7,05-07-043-06W5,"Aug 18, 2006","Sep 17, 2007",Closed,Hole,810,811,Casing Patch,"Oct 07, 2006",,8 Round,"Sep 14, 1956"
 0397837,Issued,Ember Resources Inc. (A1H9),0RC3,05-06-026-26W4,"Aug 18, 2008","Sep 09, 2008",Open,Hole,1178,1178,,,,8 Round,"Aug 02, 2008"
 0444188,Issued,Canadian Natural Resources Limited (0HE9),0HE9,06-22-068-04W4,"Aug 18, 2016","Sep 08, 2016",Closed,Parted,266,266,Casing Patch,"Nov 08, 2016",,8 Round,"Aug 06, 2012"
 0475722,Issued,Lynx Energy ULC (A7AG),0026,06-01-023-21W4,"Aug 20, 2015","Sep 21, 2015",Closed,Hole,402,402,Failure in Prod Zone,"Aug 29, 2015",,8 Round,"Jul 15, 2015"
 0056286,Issued,Canadian Natural Resources Limited (0HE9),0HE9,11-01-079-24W5,"Aug 21, 2017","Aug 22, 2017",Open,Hole,699,713,,,,8 Round,"Jan 12, 1976"
 0062399,Issued,Ipc Canada Ltd. (A868),0TT5,06-12-017-05W4,"Aug 23, 2007","Aug 23, 2007",Closed,Hole,100,280,Cement Squeeze/Plug,"Nov 23, 2007",,8 Round,"Feb 07, 1977"
 0409125,Issued,Ipc Canada Ltd. (A868),0026,11-06-014-06W4,"Aug 23, 2009","Aug 31, 2009",Closed,Thread Leak,169,169,Cement Squeeze/Plug,"Sep 11, 2009",,8 Round,"May 29, 2009"
 0052073,Issued,Torxen Energy Ltd. (A7NW),A5D4,16-34-019-13W4,"Aug 23, 2011","Aug 25, 2011",Closed,Hole,3,3,Replaced Failed Casing,"Aug 25, 2011",,8 Round,"Dec 08, 1974"
 0005876,Issued,Teine Energy Ltd. (A5L8),0039,12-22-043-01W4,"Aug 23, 2016","Aug 29, 2016",Closed,Hole,41,41,Casing Patch,"Sep 02, 2016",,8 Round,"Jan 12, 1953"
 0002255,Issued,Conifer Energy Inc. (A8CW),A8CW,11-07-058-21W4,"Aug 24, 2022","Sep 19, 2022",Closed,Hole,3,80,Replaced Failed Casing,"Sep 02, 2022",,8 Round,"Jan 02, 1951"
 0052861,Issued,Surge Energy Inc. (0YK4),0BP8,10-24-045-06W4,"Aug 25, 2004","Oct 29, 2004",Closed,Hole,588,590,Cement Squeeze/Plug,"Nov 22, 2004",,8 Round,"Feb 21, 1975"
 0001610,Issued,Conifer Energy Inc. (A8CW),0G30,05-12-058-22W4,"Aug 25, 2015","Sep 10, 2015",Closed,Hole,4,4,Replaced Failed Casing,"Sep 03, 2015",,8 Round,"Jul 12, 1950"
 0082264,Issued,Torxen Energy Ltd. (A7NW),0026,16-08-023-15W4,"Aug 27, 2008","Aug 27, 2008",Closed,Hole,10,10,Replaced Failed Casing,"Sep 18, 2008",,8 Round,"Jul 08, 1980"
 0191106,Issued,Ipc Canada Ltd. (A868),A868,09-08-019-08W4,"Aug 28, 2023","Sep 14, 2023",Closed,Hole,9,9,Replaced Failed Casing,"Sep 13, 2023",,8 Round,"Oct 06, 1996"
 0339950,Issued,Torxen Energy Ltd. (A7NW),0026,14-08-019-16W4,"Aug 29, 2007","Jan 10, 2008",Closed,Hole,44,46,Cement Squeeze/Plug,"Jan 03, 2008",,8 Round,"Jan 14, 2006"
 0043453,Issued,Conifer Energy Inc. (A8CW),A8CW,10-01-064-11W5,"Aug 30, 2023","Sep 07, 2023",Closed,Hole,1,189,Replaced Failed Casing,"Sep 18, 2023",,8 Round,"Oct 14, 1972"
 0003556,Issued,Enhance Energy Inc. (A216),0AZ9,05-02-049-27W4,"Aug 31, 1989","Aug 31, 1989",Closed,Hole,491,1406,Cemented Liner,"Dec 22, 1994",,8 Round,"Nov 08, 1951"
 0121240,Issued,Blue Sky Resources Ltd. (A7XK),0RA3,13-05-079-08W5,"Aug 31, 2010","Sep 01, 2010",Closed,Hole,487,652,Bridge Plug,"Oct 05, 2010",,8 Round,"Jan 20, 1986"
 0335792,Issued,Pine Cliff Energy Ltd. (A1GR),0KX8,11-12-030-21W4,"Dec 01, 2005","Dec 14, 2005",Closed,Thread Leak,1149,1154,Cement Squeeze/Plug,"Dec 07, 2005",,8 Round,"Sep 30, 2005"
 0062637,Issued,Dow Chemical Canada ULC (0F05),0F05,14-11-055-22W4,"Dec 01, 2011","Dec 16, 2011",Closed,Parted,1882,1882,Other,"May 23, 2012",,8 Round,"Dec 09, 1977"
 0304773,Issued,Ember Resources Inc. (A1H9),0026,07-31-027-26W4,"Dec 02, 2008","Dec 12, 2008",Closed,Parted,153,156,Packer,"Feb 26, 2009",,8 Round,"Feb 07, 2005"
 0284634,Issued,Torxen Energy Ltd. (A7NW),0026,02-04-019-15W4,"Dec 04, 2003","Mar 09, 2005",Closed,Thread Leak,71,72,Cement Squeeze/Plug,"Apr 17, 2004",,8 Round,"Nov 20, 2003"
 0383941,Issued,Torxen Energy Ltd. (A7NW),0026,06-10-020-14W4,"Dec 04, 2007","Dec 04, 2007",Closed,Thread Leak,258,265,Casing Patch,"Dec 04, 2009",,8 Round,"Nov 16, 2007"
 0461525,Issued,Long Run Exploration Ltd. (A517),A517,13-32-075-20W5,"Dec 04, 2016","Dec 19, 2016",Closed,Hole,1110,1132,Cement Squeeze/Plug,"Aug 08, 2017",,8 Round,"Jan 19, 2014"
 0021114,Issued,Paramount Resources Ltd. (0AW4),0AW4,10-04-064-18W5,"Dec 04, 2020","Feb 24, 2022",Closed,Hole,2269,2315,Cement Squeeze/Plug,"Dec 12, 2020",,8 Round,"Sep 13, 1961"
 0066485,Issued,Canlin Energy Corporation (A7M1),0246,06-30-016-10W4,"Dec 05, 1994","Dec 05, 1994",Closed,Hole,1,,Replaced Failed Casing,"Dec 09, 1994",,8 Round,"Nov 08, 1977"
 0008959,Issued,Coastal Resources Limited (0PR1),0PR1,04-21-057-24W4,"Dec 05, 2005","Mar 02, 2006",Closed,Thread Leak,40,40,Replaced Failed Casing,"Jan 06, 2006",,8 Round,"May 30, 1955"
 0402355,Issued,Torxen Energy Ltd. (A7NW),0026,14-32-022-17W4,"Dec 05, 2008","Dec 24, 2008",Closed,Collapse,650,650,Failure in Prod Zone,"Feb 23, 2009",,8 Round,"Nov 11, 2008"
 0097874,Issued,Ipc Canada Ltd. (A868),0TT5,08-27-015-07W4,"Dec 11, 2007","Dec 11, 2007",Closed,Hole,5,6,Replaced Failed Casing,"Dec 11, 2007",,8 Round,"Oct 24, 1982"
 0059509,Issued,Ipc Canada Ltd. (A868),A5D4,06-09-019-08W4,"Dec 11, 2009","Dec 16, 2009",Closed,Burst,4,4,Replaced Failed Casing,"Dec 21, 2009",,8 Round,"Aug 20, 1976"
 0033037,Issued,Obsidian Energy Ltd. (0BP8),0BP8,10-19-043-08W5,"Dec 15, 2007","Jul 14, 2008",Closed,Hole,1562,1695,Casing Patch,"Aug 27, 2008",,8 Round,"Jan 07, 1968"
 0055294,Issued,Canlin Energy Corporation (A7M1),0246,06-20-016-09W4,"Dec 18, 1993","Dec 18, 1993",Closed,Hole,6,,Replaced Failed Casing,"Apr 24, 1994",,8 Round,"Nov 12, 1975"
 0080647,Issued,Torxen Energy Ltd. (A7NW),A5D4,16-19-021-15W4,"Dec 20, 2016","Jan 19, 2017",Closed,Hole,1,1,Replaced Failed Casing,"Feb 11, 2017",,8 Round,"Mar 03, 1980"
 0403073,Issued,Torxen Energy Ltd. (A7NW),0026,14-31-018-15W4,"Dec 29, 2008","Jan 27, 2009",Closed,Thread Leak,377,377,Other,"Nov 10, 2009",,8 Round,"Dec 02, 2008"
 0402010,Issued,Torxen Energy Ltd. (A7NW),0026,13-23-021-16W4,"Dec 29, 2008","Jan 27, 2009",Closed,Thread Leak,415,415,Entry Error-Ignore,"Nov 25, 2009",,8 Round,"Nov 21, 2008"
 0295069,Issued,Canadian Natural Resources Limited (0HE9),0HE9,10-17-079-22W5,"Dec 29, 2022","Jan 06, 2023",Closed,Hole,860,865,Other,"Jan 27, 2023",,8 Round,"Nov 18, 2003"
 0256074,Issued,Ipc Canada Ltd. (A868),A868,04-30-015-05W4,"Dec 30, 2019","Feb 05, 2020",Closed,Hole,36,37,Cement Squeeze/Plug,"Feb 16, 2020",,8 Round,"Jun 14, 2001"
 0257631,Issued,Ipc Canada Ltd. (A868),A7N1,01-32-015-05W4,"Feb 01, 2019","Mar 01, 2019",Closed,Hole,4,4,Replaced Failed Casing,"Sep 22, 2019",,8 Round,"Dec 14, 2001"
